SPO#;CP_Bang;CP_GiayPhep;CP_VanChuyen;CP_VatTu;CP_Khac;CP_NhanCong;Total_Cost;ten_loai_bang_hieu;SPO_brand;Request Date;OutletID;Type;Requester;Outlet Name;status_SPO;Signage Class;Supplier;SS/SE;Sales Rep;item_bang_hiflex;item_bat_tha_hiflex;item_canopy;item_hop_den_hiflex;item_led_logo;item_bat_hiflex;item_tranh_dien;item_emblem;item_led;item_bang;item_standard;status_SPO;Area;Region;ASM Approve;SR Accepted Date;Budget;Complete/In progress;ASM Status;Pending At;Warchest/AP
1141;2698000;250000;0;965000;0;0;3913000;hop den hiflex 2 mat ngoai troi day du;Larue;14/01/2026;68402140;New Signage Request;HUYNH THANH CAN;THUY KIEU;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;HUYNH THANH CAN;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1142;4902260;250000;0;2858140;0;0;8010400;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Tiger;14/01/2026;68400937;New Signage Request;HUYNH THANH CAN;HO NAM;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;HUYNH THANH CAN;1;0;0;1;0;0;0;0;0;2;2;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1143;2698000;250000;0;965000;0;0;3913000;hop den hiflex 2 mat ngoai troi day du;Tiger;14/01/2026;68401218;New Signage Request;HUYNH THANH CAN;UT THUA;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;HUYNH THANH CAN;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1144;2578800;250000;0;4505700;0;0;7334500;bang hieu hiflex 1 mat ngoai troi;Larue;14/01/2026;68401800;New Signage Request;HUYNH THANH CAN;QUE LY;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;HUYNH THANH CAN;1;0;0;0;0;2;0;0;0;3;3;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1145;6700000;0;0;0;0;0;6700000;led logo_trong nha__phien ban 2025_ size 0.8:0.71m _tiger;Tiger;14/01/2026;63222556;New Signage Request;Nguyen Dang Khoa;KOK DUBAI;Sign Maker Checked Marquette;Standard;CTY TNHH QUẢNG CÁO VÀ THƯƠNG MẠI TÂN HÀ THÀNH;Dao Van Hai;Nguyen Dang Khoa;0;0;0;0;1;0;0;0;1;1;0;Sign Maker Checked Marquette;Modern On Trade 6;MONT Central_North;;;;;;;
1146;In progress;In progress;Sale team;AP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Tiger;14/01/2026;67100136;New Signage Request;BUI QUANG ANH KIET;HUY TINH;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRAN MINH TIEN;BUI QUANG ANH KIET;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;South 8;Mekong Delta 1;;;100%_LME_S8-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1148;4233000;250000;0;477600;0;0;4960600;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Tiger;14/01/2026;67101776;New Signage Request;BUI QUANG ANH KIET;BAO CUONG;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRAN MINH TIEN;BUI QUANG ANH KIET;1;0;0;1;0;0;0;0;0;2;2;Sales Rep Submitted;South 8;Mekong Delta 1;;;100%_LME_S8-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1149;14661000;250000;0;429000;0;0;15340000;hop den hiflex 1 mat ngoai troi day du;Tiger;14/01/2026;67102712;New Signage Request;BUI QUANG ANH KIET;BE BA;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRAN MINH TIEN;BUI QUANG ANH KIET;0;0;0;2;0;0;0;0;0;2;2;Sales Rep Submitted;South 8;Mekong Delta 1;;;100%_LME_S8-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1150;1842000;250000;0;1582800;0;0;3674800;bang hieu hiflex 1 mat ngoai troi;Larue;14/01/2026;67107254;New Signage Request;BUI QUANG ANH KIET;THAO QUYEN;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRAN MINH TIEN;BUI QUANG ANH KIET;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Submitted;South 8;Mekong Delta 1;;;100%_LME_S8-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1151;0;250000;0;1145000;0;0;1395000;;Bivina;15/01/2026;67706267;New Signage Request;NGUYEN NGOC HAN;Dieu Hien;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1152;1842000;250000;0;588000;0;0;2680000;bang hieu hiflex 1 mat ngoai troi;Bivina;15/01/2026;67701545;New Signage Request;NGUYEN NGOC HAN;DONG PHUONG;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;1;0;0;0;0;0;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1153;4561200;250000;0;0;0;0;4811200;hop den hiflex 1 mat ngoai troi day du;Bivina;15/01/2026;67706470;New Signage Request;NGUYEN NGOC HAN;Chi Nhon;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1154;1488336;250000;0;475104;0;0;2213440;bang hieu hiflex 1 mat ngoai troi;Bivina;15/01/2026;67709424;New Signage Request;NGUYEN NGOC HAN;Tuyet Mai;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;1;0;0;0;0;0;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1155;0;250000;0;1145000;0;0;1395000;;Bivina;15/01/2026;67708122;New Signage Request;NGUYEN NGOC HAN;Thuong;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1156;0;250000;0;1374000;0;0;1624000;;Heineken;15/01/2026;67704149;New Signage Request;NGUYEN NGOC HAN;Trinh Nu;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1157;0;250000;0;1374000;0;0;1624000;;Heineken;15/01/2026;67701519;New Signage Request;NGUYEN NGOC HAN;Hong Vy;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1158;0;250000;0;1145000;0;0;1395000;;Heineken;15/01/2026;67705029;New Signage Request;NGUYEN NGOC HAN;Linh Luy;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1159;0;250000;0;1736000;0;0;1986000;;Bivina;15/01/2026;67708029;New Signage Request;NGUYEN NGOC HAN;Ha;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1160;0;250000;0;1030500;0;0;1280500;;Heineken;15/01/2026;67706473;New Signage Request;NGUYEN NGOC HAN;Co Re;Sign Maker Checked Marquette;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;NGUYEN NGOC HAN;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1161;3619000;250000;0;218400;0;0;4087400;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;66309652;New Signage Request;NGUYEN MINH TRI;TAP HOA TRUC PHUONG;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;NGUYEN KIM PHUC;NGUYEN MINH TRI;1;0;0;1;0;0;0;0;0;2;2;Sales Rep Submitted;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1162;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;66353780;New Signage Request;Duy Phan Truong;5 DIEU (CHU NHO);Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Duy Phan Truong;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1163;0;0;0;1268000;0;0;1268000;;Larue;15/01/2026;69206210;New Signage Request;Le Ba Viet;BA SU;Sales Supervisor Verified;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Vo Dang Khanh;Le Ba Viet;0;0;0;0;0;1;0;0;0;1;1;Sales Supervisor Verified;Quang Nam 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
1164;0;250000;0;4410192;0;0;4660192;;Tiger;15/01/2026;68401000;New Signage Request;Bui Quoc Bao;QUAN VY AN;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;Bui Quoc Bao;0;0;0;0;0;2;0;0;0;2;2;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1165;6070500;250000;0;1800000;0;0;8120500;hop den hiflex 2 mat ngoai troi day du;Tiger;15/01/2026;68400592;New Signage Request;DU THANH HAU;THU THUY;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;DU THANH HAU;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1166;4540000;250000;0;397800;0;0;5187800;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;66307519;New Signage Request;Phan Chi Tam;DAN UYEN;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Phan Chi Tam;1;0;0;1;0;0;0;0;0;2;2;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1167;2210400;250000;0;4637520;0;0;7097920;bang hieu hiflex 1 mat ngoai troi;Larue;15/01/2026;68402766;New Signage Request;DU THANH HAU;CO HAI;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;DU THANH HAU;1;0;0;0;0;2;0;0;0;3;3;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1168;0;250000;0;2198400;0;0;2448400;;Tiger;15/01/2026;68453054;New Signage Request;DU THANH HAU;CHI THU;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;DU THANH HAU;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1169;2698000;0;0;751500;0;0;3449500;hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;69219077;New Signage Request;Tran Dinh Pha;CHI THUY;Sales Supervisor Verified;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Huynh Trang Chi;Tran Dinh Pha;0;0;0;1;0;0;0;0;0;1;1;Sales Supervisor Verified;Quang Nam 2;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
1170;8145000;0;0;462000;0;0;8607000;hop den hiflex 1 mat ngoai troi day du;Larue;15/01/2026;68302113;New Signage Request;LY MINH TAN;NHA THI (CHI CAM);Sign Maker Checked Marquette;Standard;Hoa Thủy Ngân;NGO MINH HOA;LY MINH TAN;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 14;Mekong Delta 2;;;100%_LME_S14 LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1171;8293280;250000;0;3243000;0;0;11786280;bang hieu hiflex 1 mat khong gan, hop den hiflex 1 mat ngoai troi day du;Tiger;15/01/2026;67513190;New Signage Request;Thanh Le Van;Mai ghe quan;Sales Rep Submitted;Standard;Công ty TNHH Quảng Cáo Và Hội Chợ TM Thành Công;Le Thanh Vu;Thanh Le Van;1;0;0;1;0;0;0;0;0;2;2;Sales Rep Submitted;Central 5;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
1172;0;250000;0;3405000;0;0;3655000;;Larue;15/01/2026;69226273;New Signage Request;Nguyen Anh Nam;DAM SEN AN PHU;Sales Supervisor Verified;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Duc Hoa;Nguyen Anh Nam;0;0;0;0;0;2;0;0;0;2;2;Sales Supervisor Verified;Quang Nam 2;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
1173;2149000;250000;0;3436000;0;0;5835000;bang hieu hiflex 1 mat ngoai troi;Tiger;15/01/2026;68401405;New Signage Request;DU THANH HAU;THU THUY;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;NGUYEN QUOC CUONG;DU THANH HAU;1;0;0;0;0;2;0;0;0;3;3;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1174;0;250000;0;1268000;0;0;1518000;;Bivina;15/01/2026;67972093;New Signage Request;Anh Nguyen Viet;TAP HOA TRANG;Sales Supervisor Verified;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Hoang Quoc Tin;Anh Nguyen Viet;0;0;0;0;0;2;0;0;0;2;2;Sales Supervisor Verified;Central 3;Central Coast South;;;100%_LME_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
1175;2698000;250000;0;1122000;0;0;4070000;hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;66308363;New Signage Request;TRUONG TRONG NHAN;CHI CAM;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;Nguyen Van Tam;TRUONG TRONG NHAN;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1176;2698000;250000;0;1122000;0;0;4070000;hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;66303105;New Signage Request;TRUONG TRONG NHAN;TAM DIEM;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;Nguyen Van Tam;TRUONG TRONG NHAN;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1177;1535000;250000;0;210000;0;0;1995000;bang hieu hiflex 1 mat ngoai troi;Larue;15/01/2026;69216903;New Signage Request;Tran Dinh Pha;KIM THAO (NGUYEN THI KIM NGAN);Sales Supervisor Verified;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Huynh Trang Chi;Tran Dinh Pha;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Quang Nam 2;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
1178;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;66307566;New Signage Request;TRUONG TRONG NHAN;THU VAN;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;Nguyen Van Tam;TRUONG TRONG NHAN;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1179;1535000;250000;0;327600;0;0;2112600;bang hieu hiflex 1 mat ngoai troi;Tiger;15/01/2026;66355190;New Signage Request;TRAN PHUOC BUU KHANH;Song Anh;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;VAN CONG DIEP;TRAN PHUOC BUU KHANH;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Submitted;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1180;5994000;0;0;0;0;0;5994000;hop den hiflex 1 mat khong gan;Tiger;15/01/2026;65001237;New Signage Request;Lam Ngoc Vinh;PHUONG KHAI (MINH PHUONG);Sales Rep Submitted;Standard;CTY TNHH QC TM DV SX VÔ CỰC;Tran Bao Hoang Chuong;Lam Ngoc Vinh;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;HCM 3;HCM Zone 2;;;100%_LME 2026 - HCM 3_LME 2026 - HCM 3_1_Sales Dept;In progress;In progress;Sale team;AP
1181;5594400;0;0;0;0;0;5594400;hop den hiflex 1 mat khong gan;Tiger;15/01/2026;65600796;New Signage Request;Lam Ngoc Vinh;VAN THANG;Sales Rep Submitted;Standard;CTY TNHH QC TM DV SX VÔ CỰC;Tran Bao Hoang Chuong;Lam Ngoc Vinh;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;HCM 3;HCM Zone 2;;;100%_LME 2026 - HCM 3_LME 2026 - HCM 3_1_Sales Dept;In progress;In progress;Sale team;AP
1182;0;250000;0;15700000;0;0;15950000;;Tiger;15/01/2026;66654624;New Signage Request;Nguyen Van Hieu;MON MON;Sales Admin Full Checked;Standard;DNTN Mỹ Thuật Hương Sen;TRAN QUANG KHANH;Nguyen Van Hieu;0;0;0;0;0;1;0;0;0;1;1;Sales Admin Full Checked;South 15;Mekong Delta 3;;;100%_BUDGET 2026_CY2026_1_Sales Dept;In progress;In progress;Sale team;AP
1183;7602000;250000;0;5307000;0;0;13159000;hop den hiflex 1 mat ngoai troi day du;Larue;15/01/2026;64300779;New Signage Request;Nguyen Dang Son;LAN HUONG;Sales Supervisor Verified;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Truong Hoang;Nguyen Dang Son;0;0;0;1;0;2;0;0;0;3;3;Sales Supervisor Verified;Da Nang 2;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
1184;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Tiger;15/01/2026;67775716;New Signage Request;Nguyen Thanh Tai;HUE LOAN;Sales Supervisor Verified;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Thanh Tai;0;0;0;1;0;0;0;0;0;1;1;Sales Supervisor Verified;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;nha ve;AP
1185;4512900;250000;0;3028800;0;0;7791700;bang hieu hiflex 1 mat ngoai troi;Larue;15/01/2026;66305414;New Signage Request;To Ba Thach;LAU BO ANH HAI;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;DUONG CHI CUONG;To Ba Thach;1;0;0;0;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1186;2982000;250000;0;667800;0;0;3899800;bang hieu hiflex 1 mat ngoai troi, den led;Larue;15/01/2026;66306396;New Signage Request;Doan Minh Hieu;QUAN CA TUNG;Sales Rep Submitted;Standard;Hoa Thủy Ngân;NGUYEN KIM PHUC;Doan Minh Hieu;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Submitted;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1187;2698000;250000;0;1122000;0;0;4070000;hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;66311282;New Signage Request;To Ba Thach;Oc Min 39;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;DUONG CHI CUONG;To Ba Thach;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1188;505875;0;0;0;0;0;505875;hop den hiflex 2 mat ngoai troi day du;Larue;15/01/2026;64306839;New Signage Request;Hoang Quoc Dung;DUNG (DSM);Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Vuong Dang Luan;Hoang Quoc Dung;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved...;Da Nang 1;Central Mid; 18/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
1189;2609500;250000;0;1140000;0;0;3999500;bang hieu hiflex 1 mat ngoai troi;Larue;15/01/2026;66353941;New Signage Request;To Ba Thach;KARAOKE 770;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;DUONG CHI CUONG;To Ba Thach;1;0;0;0;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
1190;2253450;250000;0;0;0;0;2503450;hop den hiflex 1 mat ngoai troi day du;Larue;15/01/2026;64353990;New Signage Request;Hoang Quoc Dung;HONG;Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Vuong Dang Luan;Hoang Quoc Dung;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved...;Da Nang 1;Central Mid; 18/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
1191;0;0;0;343200;0;0;343200;;Larue;15/01/2026;69219262;New Signage Request;NGUYEN THONG;CO QUYT (LE THI QUYT) (DSM);Sales Rep Submitted;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;0;0;1;0;0;0;0;0;0;1;1;Sales Rep Submitted;Quang Nam 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
1192;1535000;250000;0;297000;0;0;2082000;bang hieu hiflex 1 mat ngoai troi;Larue;15/01/2026;69220385;New Signage Request;NGUYEN THONG;HUONG XU (DSM);Sales Rep Submitted;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;1;0;1;0;0;0;0;0;0;2;2;Sales Rep Submitted;Quang Nam 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
1193;51000000;0;0;0;0;0;51000000;led logo doc_ngoai troi_size 2.0:4.0_heineken, led logo doc_trong nha_size 1.0:1.5_heineken;Heineken;15/01/2026;65301295;New Signage Request;Dang Trieu Vy;BA MIEN;Sales Rep Submitted;Premium;CTY TNHH QC TM DV SX VÔ CỰC;Nguyen Ngoc An;Dang Trieu Vy;0;0;0;0;3;0;0;0;3;3;0;Sales Rep Submitted;HCM 4;HCM Zone 2;;;100%_LME 2026 - HCM 4_LME 2026 - HCM 4_1_Sales Dept;In progress;In progress;Sale team;AP
1194;5212800;0;0;0;0;0;5212800;hop den hiflex 1 mat ngoai troi day du;Tiger;15/01/2026;65302625;New Signage Request;Dang Trieu Vy;QUAN AN GIA DINH;Sales Rep Submitted;Standard;CTY TNHH QC TM DV SX VÔ CỰC;Nguyen Ngoc An;Dang Trieu Vy;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;HCM 4;HCM Zone 2;;;100%_LME 2026 - HCM 4_LME 2026 - HCM 4_1_Sales Dept;In progress;In progress;Sale team;AP
1195;9774000;0;0;0;0;0;9774000;hop den hiflex 1 mat ngoai troi day du;Tiger;15/01/2026;65722832;New Signage Request;Dang Trieu Vy;LAU DE CAY BANG;Sales Rep Submitted;Standard;CTY TNHH QC TM DV SX VÔ CỰC;Nguyen Ngoc An;Dang Trieu Vy;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;HCM 4;HCM Zone 2;;;100%_LME 2026 - HCM 4_LME 2026 - HCM 4_1_Sales Dept;In progress;In progress;Sale team;AP
1196;0;250000;0;3613800;0;0;3863800;;Tiger;15/01/2026;66311083;New Signage Request;Huynh Tan Dat;VIT XIEM PHI DOAN;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;DUONG CHI CUONG;Huynh Tan Dat;0;0;0;0;0;1;0;0;0;1;1;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
